CID,CO_MACSAUD,UF,CO_MUNICIP_R,NOME DO MUNICÍPIO,pop,MortPor100k,mortes_p_covid,A419,A419,J189,J189,J969,J969,J449,J449,J81X,J81X,tot2019,tot2020,dif20_19,%dif20_19,dif20_19_por100khab,tot2019_por100k,%dif20_19_por_mortes_covid
4187,4107,PR,411995,Pontal do Paraná,27915,89.55758552749418,25.0,19.0,27.0,12.0,10.0,14.0,15.0,3.0,5.0,5.0,2.0,53.0,59.0,6.0,11.32075471698113,21.493820526598604,189.86208131828766,24.0
4188,4107,PR,412010,Porto Amazonas,4874,20.51702913418137,1.0,3.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,5.0,-4.0,-44.44444444444444,-82.06811653672548,184.65326220763234,-400.0
4189,4107,PR,412015,Porto Barreiro,3184,31.407035175879397,1.0,4.0,6.0,6.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,18.0,10.0,-8.0,-44.44444444444444,-251.25628140703517,565.3266331658292,-800.0
4190,4107,PR,412030,Porto Vitória,4061,24.624476729869492,1.0,10.0,4.0,3.0,2.0,5.0,1.0,4.0,0.0,1.0,0.0,23.0,7.0,-16.0,-69.56521739130434,-393.9916276779119,566.3629647869982,-1600.0
4191,4107,PR,412060,Prudentópolis,52513,20.94719402814541,11.0,29.0,34.0,25.0,20.0,19.0,7.0,30.0,27.0,6.0,5.0,109.0,93.0,-16.0,-14.678899082568808,-30.4686458591206,207.56764991525907,-145.45454545454547
4192,4107,PR,412080,Quatro Barras,23911,108.73656476098866,26.0,24.0,13.0,10.0,5.0,14.0,7.0,3.0,4.0,1.0,1.0,52.0,30.0,-22.0,-42.307692307692314,-92.00786249006734,217.4731295219773,-84.61538461538461
4193,4107,PR,412120,Quitandinha,19221,52.02642942614848,10.0,15.0,17.0,11.0,9.0,7.0,9.0,11.0,9.0,2.0,2.0,46.0,46.0,0.0,0.0,0.0,239.32157536028302,0.0
4194,4107,PR,412150,Rebouças,14946,33.45376689415228,5.0,17.0,11.0,8.0,12.0,5.0,1.0,6.0,7.0,1.0,3.0,37.0,34.0,-3.0,-8.108108108108103,-20.07226013649137,247.5578750167269,-60.0
4195,4107,PR,412170,Reserva,26825,33.550792171481824,9.0,17.0,5.0,23.0,13.0,6.0,1.0,6.0,4.0,2.0,2.0,54.0,25.0,-29.0,-53.703703703703695,-108.10810810810811,201.30475302889096,-322.22222222222223
4196,4107,PR,412175,Reserva do Iguaçu,8069,12.393109431156276,1.0,1.0,4.0,3.0,2.0,0.0,4.0,7.0,2.0,1.0,4.0,12.0,16.0,4.0,33.33333333333333,49.572437724625104,148.7173131738753,400.0
4197,4107,PR,412200,Rio Azul,15336,6.520605112154407,1.0,10.0,6.0,4.0,2.0,6.0,1.0,6.0,8.0,2.0,0.0,28.0,17.0,-11.0,-39.28571428571429,-71.72665623369849,182.5769431403234,-1100.0
4198,4107,PR,412215,Rio Bonito do Iguaçu,13255,7.544322897019993,1.0,8.0,11.0,4.0,10.0,7.0,4.0,7.0,6.0,3.0,0.0,29.0,31.0,2.0,6.896551724137923,15.088645794039985,218.78536401357977,200.0
4199,4107,PR,412220,Rio Branco do Sul,32517,150.69040809422765,49.0,28.0,14.0,19.0,7.0,9.0,3.0,4.0,5.0,5.0,0.0,65.0,29.0,-36.0,-55.38461538461539,-110.71132023249376,199.89543930866932,-73.46938775510205
4200,4107,PR,412230,Rio Negro,34411,52.308854726686235,18.0,27.0,32.0,19.0,13.0,21.0,11.0,6.0,11.0,9.0,9.0,82.0,76.0,-6.0,-7.317073170731703,-17.43628490889541,238.29589375490394,-33.33333333333333
4201,4107,PR,412510,São João do Triunfo,15241,13.122498523718916,2.0,15.0,6.0,6.0,3.0,4.0,7.0,2.0,2.0,2.0,3.0,29.0,21.0,-8.0,-27.586206896551722,-52.48999409487566,190.2762285939243,-400.0
4202,4107,PR,412550,São José dos Pinhais,329058,89.04205337660838,293.0,282.0,246.0,143.0,95.0,65.0,62.0,40.0,29.0,26.0,9.0,556.0,441.0,-115.0,-20.683453237410077,-34.94824620583605,168.96717296038997,-39.249146757679185
4203,4107,PR,412560,São Mateus do Sul,46705,34.25757413553153,16.0,53.0,31.0,26.0,23.0,13.0,5.0,14.0,7.0,5.0,2.0,111.0,68.0,-43.0,-38.738738738738746,-92.06723048924098,237.66192056524997,-268.75
4204,4107,PR,412630,Sengés,19385,41.26902244003095,8.0,11.0,18.0,7.0,7.0,4.0,3.0,4.0,5.0,2.0,5.0,28.0,38.0,10.0,35.71428571428572,51.58627805003869,144.44157854010834,125.0
4205,4107,PR,412700,Teixeira Soares,12567,15.914697222885334,2.0,8.0,5.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,0.0,25.0,18.0,-7.0,-28.000000000000004,-55.701440280098666,198.93371528606667,-350.0
4206,4107,PR,412710,Telêmaco Borba,79792,107.7802285943453,86.0,55.0,56.0,79.0,49.0,15.0,8.0,13.0,10.0,9.0,5.0,171.0,128.0,-43.0,-25.14619883040936,-53.89011429717265,214.30719871666335,-50.0
4207,4107,PR,412750,Tibagi,20607,82.49623914203912,17.0,16.0,21.0,12.0,9.0,15.0,15.0,6.0,8.0,2.0,4.0,51.0,57.0,6.0,11.764705882352944,29.116319697190274,247.48871742611735,35.294117647058826
4208,4107,PR,412760,Tijucas do Sul,17084,99.50831187075626,17.0,15.0,9.0,4.0,6.0,3.0,5.0,6.0,4.0,0.0,3.0,28.0,27.0,-1.0,-3.57142857142857,-5.853430110044486,163.8960430812456,-5.88235294117647
4209,4107,PR,412788,Tunas do Paraná,9022,77.58811793393926,7.0,6.0,4.0,2.0,3.0,5.0,3.0,0.0,3.0,1.0,0.0,14.0,13.0,-1.0,-7.14285714285714,-11.084016847705607,155.17623586787852,-14.285714285714285
4210,4107,PR,412796,Turvo,13095,0.0,0.0,20.0,17.0,11.0,6.0,3.0,2.0,6.0,3.0,1.0,2.0,41.0,30.0,-11.0,-26.82926829268293,-84.00152730049638,313.09660175639556,-inf
4211,4107,PR,412820,União da Vitória,57913,25.900920346036298,15.0,94.0,69.0,42.0,25.0,25.0,23.0,38.0,25.0,16.0,11.0,215.0,153.0,-62.0,-28.837209302325583,-107.05713743028335,371.24652495985356,-413.33333333333337
4212,4107,PR,412853,Ventania,12088,107.54467240238253,13.0,8.0,8.0,12.0,9.0,2.0,0.0,3.0,2.0,2.0,1.0,27.0,20.0,-7.0,-25.92592592592593,-57.908669755129054,223.3620119126406,-53.84615384615385
4213,4107,PR,412863,Doutor Ulysses,5552,36.023054755043226,2.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,5.0,9.0,4.0,80.0,72.04610951008645,90.05763688760807,200.0
4214,4107,PR,412865,Virmond,4022,49.72650422675286,2.0,3.0,1.0,2.0,1.0,4.0,1.0,6.0,0.0,0.0,0.0,15.0,3.0,-12.0,-80.0,-298.35902536051714,372.9487817006464,-600.0
4215,4108,PR,410100,Ampére,19311,36.248770131013416,7.0,8.0,13.0,5.0,4.0,6.0,5.0,5.0,9.0,2.0,1.0,26.0,32.0,6.0,23.076923076923084,31.070374398011495,134.63828905804982,85.71428571428571
4216,4108,PR,410105,Anahy,2788,35.86800573888092,1.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,4.0,100.0,143.47202295552367,143.47202295552367,400.0
4217,4108,PR,410200,Assis Chateaubriand,33340,47.990401919616076,16.0,33.0,48.0,19.0,13.0,9.0,12.0,5.0,2.0,4.0,7.0,70.0,82.0,12.0,17.14285714285715,35.99280143971205,209.95800839832035,75.0
4218,4108,PR,410260,Barracão,10312,38.78975950349108,4.0,11.0,9.0,7.0,1.0,4.0,6.0,3.0,3.0,1.0,2.0,26.0,21.0,-5.0,-19.23076923076923,-48.487199379363844,252.13343677269202,-125.0
4219,4108,PR,410275,Bela Vista da Caroba,3457,28.92681515765114,1.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,6.0,8.0,2.0,33.33333333333333,57.85363031530228,173.56089094590686,200.0
4220,4108,PR,410302,Boa Esperança do Iguaçu,2470,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,-1.0,-33.333333333333336,-40.48582995951417,121.45748987854252,-inf
4221,4108,PR,410305,Boa Vista da Aparecida,7540,92.83819628647215,7.0,10.0,14.0,4.0,4.0,8.0,2.0,3.0,3.0,2.0,0.0,27.0,23.0,-4.0,-14.814814814814813,-53.05039787798408,358.0901856763926,-57.14285714285714
4222,4108,PR,410315,Bom Jesus do Sul,3506,57.045065601825435,2.0,5.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,11.0,6.0,-5.0,-45.45454545454546,-142.6126640045636,313.7478608100399,-250.0
4223,4108,PR,410322,Bom Sucesso do Sul,3254,61.46281499692685,2.0,2.0,5.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,8.0,9.0,1.0,12.5,30.731407498463426,245.8512599877074,50.0
4224,4108,PR,410335,Braganey,5382,37.16090672612412,2.0,8.0,4.0,3.0,3.0,5.0,0.0,3.0,0.0,0.0,1.0,19.0,8.0,-11.0,-57.89473684210527,-204.38498699368265,353.0286138981791,-550.0
4225,4108,PR,410345,Cafelândia,18456,32.50975292587776,6.0,12.0,12.0,1.0,3.0,2.0,7.0,2.0,2.0,0.0,1.0,17.0,25.0,8.0,47.058823529411775,43.346337234503686,92.11096662332032,133.33333333333331
4226,4108,PR,410405,Campo Bonito,3763,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,-7.0,-100.0,-186.02179112410312,186.02179112410312,-inf
4227,4108,PR,410450,Capanema,19148,26.11238771673282,5.0,17.0,22.0,17.0,13.0,16.0,6.0,7.0,11.0,6.0,2.0,63.0,54.0,-9.0,-14.28571428571429,-47.002297890119074,329.0160852308335,-180.0
4228,4108,PR,410460,Capitão Leônidas Marques,15834,25.262094227611467,4.0,12.0,13.0,4.0,4.0,12.0,3.0,13.0,23.0,2.0,1.0,43.0,44.0,1.0,2.3255813953488413,6.315523556902867,271.5675129468233,25.0
4229,4108,PR,410480,Cascavel,332333,70.41130432427715,234.0,381.0,311.0,174.0,142.0,80.0,61.0,57.0,28.0,13.0,32.0,705.0,574.0,-131.0,-18.58156028368795,-39.418294301197896,212.13662200262988,-55.98290598290598
4230,4108,PR,410500,Catanduvas,10167,29.507229271171436,3.0,8.0,5.0,5.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,18.0,16.0,-2.0,-11.111111111111116,-19.67148618078096,177.04337562702864,-66.66666666666666
4231,4108,PR,410530,Céu Azul,11819,25.382858109823164,3.0,8.0,18.0,9.0,6.0,3.0,3.0,6.0,3.0,0.0,5.0,26.0,35.0,9.0,34.61538461538463,76.1485743294695,219.9847702851341,300.0
4232,4108,PR,410540,Chopinzinho,19167,67.82490739291491,13.0,28.0,17.0,16.0,8.0,12.0,15.0,7.0,4.0,2.0,2.0,65.0,46.0,-19.0,-29.230769230769226,-99.12871080502948,339.12453696457453,-146.15384615384613
4233,4108,PR,410570,Clevelândia,16450,121.58054711246201,20.0,18.0,22.0,10.0,10.0,13.0,12.0,10.0,4.0,4.0,5.0,55.0,53.0,-2.0,-3.6363636363636376,-12.158054711246201,334.34650455927056,-10.0
4234,4108,PR,410630,Corbélia,17117,70.10574282876672,12.0,32.0,27.0,8.0,8.0,6.0,5.0,5.0,4.0,1.0,1.0,52.0,45.0,-7.0,-13.461538461538458,-40.895016650113924,303.7915522579891,-58.333333333333336
4235,4108,PR,410645,Coronel Domingos Soares,7518,0.0,0.0,6.0,7.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,15.0,13.0,-2.0,-13.33333333333333,-26.602819898909285,199.52114924181961,-inf
4236,4108,PR,410650,Coronel Vivida,20580,19.436345966958214,4.0,47.0,36.0,17.0,9.0,10.0,11.0,7.0,5.0,9.0,3.0,90.0,64.0,-26.0,-28.888888888888886,-126.33624878522838,437.3177842565598,-650.0
4237,4108,PR,410657,Cruzeiro do Iguaçu,4240,117.92452830188678,5.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,165.0943396226415,0.0
4238,4108,PR,410712,Diamante do Sul,3424,58.41121495327102,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,6.0,3.0,100.0,87.61682242990653,87.61682242990653,150.0
4239,4108,PR,410715,Diamante D'Oeste,5266,37.9794910748196,2.0,3.0,3.0,3.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,11.0,6.0,-5.0,-45.45454545454546,-94.94872768704899,208.8872009115078,-250.0
4240,4108,PR,410720,Dois Vizinhos,41038,80.4132755007554,33.0,26.0,46.0,7.0,16.0,14.0,7.0,13.0,13.0,2.0,4.0,62.0,86.0,24.0,38.70967741935485,58.48238218236756,151.07948730444954,72.72727272727273
4241,4108,PR,410740,Enéas Marques,5933,202.25855385133997,12.0,5.0,6.0,2.0,2.0,2.0,1.0,6.0,0.0,0.0,1.0,15.0,10.0,-5.0,-33.333333333333336,-84.27439743805832,252.82319231417495,-41.66666666666667
4242,4108,PR,410753,Entre Rios do Oeste,4596,21.75805047867711,1.0,5.0,6.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,8.0,13.0,5.0,62.5,108.79025239338554,174.06440382941688,500.0
4243,4108,PR,410754,Espigão Alto do Iguaçu,4048,49.40711462450592,2.0,3.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,13.0,12.0,-1.0,-7.692307692307687,-24.70355731225296,321.14624505928856,-50.0
4244,4108,PR,410785,Flor da Serra do Sul,4603,43.449923962633065,2.0,6.0,2.0,3.0,2.0,6.0,1.0,1.0,3.0,1.0,0.0,17.0,8.0,-9.0,-52.94117647058824,-195.5246578318488,369.32435368238106,-450.0
4245,4108,PR,410820,Formosa do Oeste,6460,77.39938080495357,5.0,10.0,6.0,6.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,20.0,17.0,-3.0,-15.000000000000002,-46.43962848297213,309.59752321981426,-60.0
4246,4108,PR,410830,Foz do Iguaçu,258248,108.81013599330876,281.0,473.0,361.0,224.0,180.0,93.0,67.0,73.0,52.0,22.0,22.0,885.0,682.0,-203.0,-22.93785310734463,-78.60661069979245,342.69384467643505,-72.24199288256227
4247,4108,PR,410840,Francisco Beltrão,92216,59.64257829443914,55.0,73.0,65.0,39.0,34.0,31.0,26.0,30.0,15.0,5.0,10.0,178.0,150.0,-28.0,-15.73033707865169,-30.363494404441745,193.02507157109397,-50.90909090909091
4248,4108,PR,410880,Guaíra,33310,24.016811768237766,8.0,33.0,41.0,30.0,22.0,13.0,16.0,8.0,4.0,9.0,8.0,93.0,91.0,-2.0,-2.1505376344086002,-6.004202942059441,279.1954368057641,-25.0
4249,4108,PR,410930,Guaraniaçu,12217,24.555946631742653,3.0,13.0,11.0,10.0,3.0,5.0,2.0,13.0,5.0,3.0,1.0,44.0,22.0,-22.0,-50.0,-180.0769419661128,360.1538839322256,-733.3333333333333
4250,4108,PR,410965,Honório Serpa,5119,19.535065442469232,1.0,5.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,13.0,7.0,-6.0,-46.15384615384615,-117.21039265481541,253.95585075210005,-600.0
4251,4108,PR,410975,Ibema,6370,78.49293563579279,5.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,5.0,2.0,1.0,8.0,11.0,3.0,37.5,47.09576138147567,125.58869701726844,60.0
4252,4108,PR,411005,Iguatu,2253,0.0,0.0,4.0,7.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,11.0,6.0,120.00000000000001,266.3115845539281,221.92632046160676,inf
4253,4108,PR,411065,Iracema do Oeste,2251,44.4247001332741,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,50.0,44.4247001332741,88.8494002665482,100.0
4254,4108,PR,411095,Itaipulândia,11385,70.26789635485288,8.0,12.0,7.0,8.0,5.0,6.0,2.0,8.0,6.0,5.0,1.0,39.0,21.0,-18.0,-46.15384615384615,-158.10276679841897,342.55599472990775,-225.0
4255,4108,PR,411120,Itapejara d'Oeste,12094,66.1485033901108,8.0,18.0,9.0,10.0,1.0,5.0,8.0,7.0,6.0,1.0,0.0,41.0,24.0,-17.0,-41.463414634146346,-140.56556970398543,339.01107987431783,-212.5
4256,4108,PR,411275,Jesuítas,8330,84.03361344537815,7.0,17.0,17.0,7.0,8.0,4.0,3.0,3.0,2.0,3.0,1.0,34.0,31.0,-3.0,-8.823529411764708,-36.01440576230492,408.16326530612247,-42.857142857142854
4257,4108,PR,411345,Lindoeste,4592,87.10801393728222,4.0,7.0,12.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,16.0,18.0,2.0,12.5,43.55400696864111,348.4320557491289,50.0
4258,4108,PR,411435,Manfrinópolis,2506,39.904229848363926,1.0,4.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,12.0,2.0,-10.0,-83.33333333333334,-399.04229848363923,478.8507581803671,-1000.0
4259,4108,PR,411440,Mangueirinha,16642,48.07114529503666,8.0,23.0,22.0,16.0,12.0,10.0,3.0,6.0,4.0,1.0,0.0,56.0,41.0,-15.0,-26.785714285714292,-90.13339742819373,336.4980170652566,-187.5
4260,4108,PR,411460,Marechal Cândido Rondon,53495,67.29600897280119,36.0,64.0,59.0,46.0,31.0,24.0,10.0,11.0,24.0,1.0,4.0,146.0,128.0,-18.0,-12.328767123287676,-33.648004486400595,272.9227030563604,-50.0
4261,4108,PR,411530,Mariópolis,6632,30.156815440289503,2.0,4.0,4.0,2.0,3.0,6.0,1.0,4.0,3.0,0.0,1.0,16.0,12.0,-4.0,-25.0,-60.313630880579005,241.25452352231602,-200.0
4262,4108,PR,411535,Maripá,5582,71.65890361877463,4.0,2.0,7.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,0.0,10.0,14.0,4.0,39.99999999999999,71.65890361877463,179.14725904693657,100.0
4263,4108,PR,411540,Marmeleiro,14387,83.40863279349414,12.0,13.0,18.0,7.0,6.0,8.0,3.0,7.0,1.0,0.0,1.0,35.0,29.0,-6.0,-17.14285714285714,-41.70431639674707,243.27517898102454,-50.0
4264,4108,PR,411560,Matelândia,18107,49.70453415806042,9.0,14.0,10.0,7.0,3.0,3.0,7.0,1.0,1.0,0.0,2.0,25.0,23.0,-2.0,-7.9999999999999964,-11.045452035124537,138.06815043905672,-22.22222222222222
4265,4108,PR,411580,Medianeira,46574,57.972259200412246,27.0,59.0,57.0,40.0,25.0,13.0,14.0,16.0,8.0,0.0,5.0,128.0,109.0,-19.0,-14.84375,-40.79529351140121,274.8314510241766,-70.37037037037037
4266,4108,PR,411585,Mercedes,5577,17.930787161556392,1.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,0.0,17.0,8.0,-9.0,-52.94117647058824,-161.37708445400753,304.82338174645867,-900.0
4267,4108,PR,411605,Missal,10704,46.71150971599402,5.0,2.0,9.0,5.0,6.0,5.0,1.0,3.0,1.0,0.0,2.0,15.0,19.0,4.0,26.66666666666666,37.36920777279522,140.13452914798205,80.0
4268,4108,PR,411670,Nova Aurora,10299,67.967763860569,7.0,16.0,22.0,7.0,9.0,3.0,1.0,6.0,2.0,4.0,0.0,36.0,34.0,-2.0,-5.555555555555558,-19.41936110301971,349.54849985435476,-28.57142857142857
4269,4108,PR,411695,Nova Esperança do Sudoeste,5030,19.880715705765407,1.0,5.0,6.0,4.0,2.0,2.0,7.0,3.0,7.0,2.0,0.0,16.0,22.0,6.0,37.5,119.28429423459245,318.0914512922465,600.0
4270,4108,PR,411722,Nova Santa Rosa,8266,0.0,0.0,8.0,5.0,7.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,19.0,13.0,-6.0,-31.57894736842105,-72.58649891120251,229.8572465521413,-inf
4271,4108,PR,411725,Nova Prata do Iguaçu,10544,37.93626707132018,4.0,5.0,9.0,2.0,3.0,7.0,4.0,4.0,5.0,0.0,0.0,18.0,21.0,3.0,16.666666666666675,28.452200303490137,170.71320182094084,75.0
4272,4108,PR,411745,Ouro Verde do Oeste,6016,116.3563829787234,7.0,3.0,10.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,16.0,7.0,77.77777777777777,116.3563829787234,149.60106382978722,100.0
4273,4108,PR,411760,Palmas,51755,27.05052651917689,14.0,72.0,64.0,50.0,21.0,17.0,14.0,14.0,12.0,2.0,4.0,155.0,115.0,-40.0,-25.806451612903224,-77.2872186262197,299.4879721766013,-285.7142857142857
4274,4108,PR,411790,Palotina,32121,71.60424644313689,23.0,37.0,46.0,13.0,9.0,10.0,5.0,6.0,5.0,3.0,7.0,69.0,72.0,3.0,4.347826086956519,9.33968431867003,214.81273932941065,13.043478260869565
4275,4108,PR,411845,Pato Bragado,5684,17.593244194229417,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,7.0,700.0,123.15270935960591,17.593244194229417,700.0
4276,4108,PR,411850,Pato Branco,83843,45.322805720215165,38.0,90.0,86.0,37.0,44.0,55.0,56.0,26.0,14.0,10.0,6.0,218.0,206.0,-12.0,-5.5045871559633035,-14.312464964278472,260.00978018439224,-31.57894736842105
4277,4108,PR,411900,Pérola d'Oeste,6288,63.61323155216285,4.0,4.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,10.0,7.0,-3.0,-30.000000000000004,-47.70992366412214,159.03307888040712,-75.0
4278,4108,PR,411925,Pinhal de São Bento,2737,0.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,2.0,50.0,73.07270734380708,146.14541468761416,inf
4279,4108,PR,411980,Planalto,13431,7.445461990916535,1.0,9.0,6.0,7.0,6.0,9.0,5.0,10.0,7.0,4.0,1.0,39.0,25.0,-14.0,-35.89743589743589,-104.23646787283151,290.37301764574494,-1400.0
4280,4108,PR,412035,Pranchita,5095,98.13542688910697,5.0,5.0,3.0,8.0,2.0,3.0,3.0,6.0,3.0,0.0,1.0,22.0,12.0,-10.0,-45.45454545454546,-196.27085377821393,431.79587831207067,-200.0
4281,4108,PR,412085,Quatro Pontes,4029,49.64010920824026,2.0,5.0,4.0,9.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,18.0,13.0,-5.0,-27.77777777777778,-124.10027302060065,446.7609828741623,-250.0
4282,4108,PR,412090,Quedas do Iguaçu,34409,58.124327937458226,20.0,28.0,21.0,29.0,15.0,22.0,16.0,15.0,13.0,4.0,2.0,98.0,67.0,-31.0,-31.63265306122449,-90.09270830306025,284.8092068935453,-155.0
4283,4108,PR,412125,Ramilândia,4476,67.02412868632707,3.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,-5.0,-71.42857142857143,-111.70688114387846,156.38963360142986,-166.66666666666669
4284,4108,PR,412140,Realeza,16950,58.99705014749262,10.0,20.0,22.0,4.0,9.0,8.0,13.0,5.0,6.0,2.0,1.0,39.0,51.0,12.0,30.76923076923077,70.79646017699115,230.08849557522123,120.0
4285,4108,PR,412160,Renascença,6787,44.20215117135701,3.0,10.0,5.0,4.0,2.0,6.0,4.0,2.0,3.0,0.0,0.0,22.0,14.0,-8.0,-36.36363636363637,-117.87240312361867,324.14910858995137,-266.66666666666663
4286,4108,PR,412280,Salgado Filho,3483,0.0,0.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,10.0,8.0,-2.0,-19.999999999999996,-57.42176284811944,287.1088142405972,-inf
4287,4108,PR,412300,Salto do Lontra,14872,67.24045185583647,10.0,10.0,17.0,2.0,6.0,4.0,5.0,4.0,4.0,4.0,2.0,24.0,34.0,10.0,41.66666666666667,67.24045185583647,161.37708445400753,100.0
4288,4108,PR,412350,Santa Helena,26767,59.77509620054544,16.0,26.0,18.0,17.0,10.0,13.0,14.0,11.0,11.0,12.0,13.0,79.0,66.0,-13.0,-16.455696202531644,-48.56726566294317,295.13953749019316,-81.25
4289,4108,PR,412380,Santa Izabel do Oeste,14794,40.5569825604975,6.0,10.0,15.0,7.0,8.0,4.0,4.0,5.0,1.0,2.0,3.0,28.0,31.0,3.0,10.71428571428572,20.27849128024875,189.26591861565498,50.0
4290,4108,PR,412382,Santa Lúcia,3793,26.36435539151068,1.0,5.0,5.0,4.0,4.0,0.0,4.0,5.0,3.0,1.0,2.0,15.0,18.0,3.0,19.999999999999996,79.09306617453204,395.46533087266016,300.0
4291,4108,PR,412402,Santa Tereza do Oeste,10096,39.61965134706815,4.0,10.0,14.0,6.0,5.0,10.0,4.0,7.0,1.0,1.0,2.0,34.0,26.0,-8.0,-23.529411764705888,-79.2393026941363,336.7670364500793,-200.0
4292,4108,PR,412405,Santa Terezinha de Itaipu,23699,92.8309211359129,22.0,45.0,33.0,24.0,13.0,7.0,10.0,6.0,4.0,1.0,3.0,83.0,63.0,-20.0,-24.096385542168676,-84.39174648719356,350.22574792185327,-90.9090909090909
4293,4108,PR,412440,Santo Antônio do Sudoeste,20261,9.871181086817037,2.0,11.0,18.0,3.0,3.0,23.0,18.0,13.0,5.0,0.0,1.0,50.0,45.0,-5.0,-9.999999999999998,-24.677952717042594,246.77952717042595,-250.0
4294,4108,PR,412480,São João,10181,49.11108928396032,5.0,9.0,11.0,6.0,3.0,6.0,2.0,7.0,2.0,2.0,1.0,30.0,19.0,-11.0,-36.66666666666667,-108.0443964247127,294.66653570376195,-220.00000000000003
4295,4108,PR,412520,São Jorge d'Oeste,9028,33.22995126273815,3.0,4.0,6.0,3.0,3.0,7.0,0.0,9.0,4.0,1.0,2.0,24.0,15.0,-9.0,-37.5,-99.68985378821444,265.8396101019052,-300.0
4296,4108,PR,412545,São José das Palmeiras,3627,110.28398125172319,4.0,1.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,10.0,7.0,233.33333333333334,192.9969671905156,82.71298593879239,175.0
4297,4108,PR,412570,São Miguel do Iguaçu,27576,83.40586016826227,23.0,27.0,42.0,16.0,15.0,7.0,6.0,9.0,7.0,4.0,4.0,63.0,74.0,11.0,17.460317460317466,39.88975921090803,228.45953002610966,47.82608695652174
4298,4108,PR,412575,São Pedro do Iguaçu,5820,17.182130584192443,1.0,8.0,4.0,7.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,22.0,12.0,-10.0,-45.45454545454546,-171.82130584192439,378.0068728522337,-1000.0
4299,4108,PR,412627,Saudade do Iguaçu,5539,72.21520129987361,4.0,8.0,4.0,5.0,1.0,2.0,2.0,2.0,4.0,1.0,0.0,18.0,11.0,-7.0,-38.888888888888886,-126.37660227477883,324.9684058494313,-175.0
4300,4108,PR,412635,Serranópolis do Iguaçu,4477,0.0,0.0,6.0,4.0,5.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,16.0,14.0,-2.0,-12.5,-44.672771945499214,357.3821755639937,-inf
4301,4108,PR,412665,Sulina,2930,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,7.0,3.0,-4.0,-57.14285714285714,-136.51877133105802,238.9078498293515,-inf
4302,4108,PR,412740,Terra Roxa,17522,39.949777422668646,7.0,25.0,17.0,10.0,7.0,9.0,3.0,1.0,3.0,2.0,3.0,47.0,33.0,-14.0,-29.78723404255319,-79.89955484533729,268.23421983791803,-200.0
