CID,CO_MACSAUD,UF,CO_MUNICIP_R,NOME DO MUNICÍPIO,pop,MortPor100k,mortes_p_covid,A419,A419,J189,J189,J969,J969,J449,J449,J81X,J81X,tot2019,tot2020,dif20_19,%dif20_19,dif20_19_por100khab,tot2019_por100k,%dif20_19_por_mortes_covid
1434,2503,PB,250860,Lucena,13214,75.67731194187982,10.0,19.0,7.0,10.0,3.0,4.0,6.0,0.0,2.0,7.0,5.0,40.0,23.0,-17.0,-42.50000000000001,-128.6514303011957,302.7092477675193,-170.0
1435,2503,PB,250890,Mamanguape,45136,88.62105636299185,40.0,78.0,70.0,17.0,11.0,17.0,14.0,2.0,4.0,16.0,6.0,130.0,105.0,-25.0,-19.23076923076923,-55.38816022686991,288.0184331797235,-62.5
1436,2503,PB,250905,Marcação,8653,57.78342771293193,5.0,8.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,15.0,6.0,-9.0,-60.0,-104.01016988327747,173.3502831387958,-180.0
1437,2503,PB,250910,Mari,21866,54.87972194274216,12.0,33.0,31.0,17.0,10.0,6.0,5.0,2.0,5.0,7.0,7.0,65.0,58.0,-7.0,-10.769230769230765,-32.013171133266255,297.2651605231867,-58.333333333333336
1438,2503,PB,250930,Mataraca,8539,70.26583909122849,6.0,9.0,11.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,15.0,17.0,2.0,13.33333333333333,23.42194636374283,175.66459772807121,33.33333333333333
1439,2503,PB,250940,Mogeiro,13261,52.78636603574392,7.0,9.0,11.0,4.0,1.0,5.0,6.0,2.0,1.0,2.0,0.0,22.0,19.0,-3.0,-13.636363636363635,-22.622728301033106,165.90000754090946,-42.857142857142854
1440,2503,PB,250980,Mulungu,9932,140.95851792186872,14.0,16.0,20.0,11.0,6.0,5.0,3.0,1.0,1.0,8.0,6.0,41.0,36.0,-5.0,-12.195121951219512,-50.342327829238826,412.80708819975837,-35.714285714285715
1441,2503,PB,251120,Pedras de Fogo,28533,133.17912592436826,38.0,33.0,41.0,18.0,22.0,8.0,9.0,7.0,4.0,12.0,5.0,78.0,81.0,3.0,3.8461538461538547,10.514141520344864,273.36767952896645,7.894736842105263
1442,2503,PB,251150,Pilar,11977,108.54137096100861,13.0,13.0,14.0,8.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,30.0,26.0,-4.0,-13.33333333333333,-33.39734491107957,250.48008683309675,-30.76923076923077
1443,2503,PB,251160,Pilões,6576,76.03406326034063,5.0,7.0,7.0,8.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,18.0,10.0,-8.0,-44.44444444444444,-121.65450121654501,273.7226277372263,-160.0
1444,2503,PB,251170,Pilõezinhos,4955,121.08980827447023,6.0,10.0,11.0,7.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,20.0,15.0,-5.0,-25.0,-100.90817356205852,403.6326942482341,-83.33333333333334
1445,2503,PB,251180,Pirpirituba,10584,94.4822373393802,10.0,16.0,14.0,11.0,9.0,3.0,1.0,0.0,1.0,0.0,1.0,30.0,26.0,-4.0,-13.33333333333333,-37.79289493575208,283.4467120181406,-40.0
1446,2503,PB,251190,Pitimbu,19275,62.25680933852141,12.0,23.0,8.0,16.0,0.0,6.0,2.0,0.0,0.0,2.0,4.0,47.0,14.0,-33.0,-70.2127659574468,-171.20622568093384,243.83916990920883,-275.0
1447,2503,PB,251272,Pedro Régis,6114,98.13542688910697,6.0,6.0,10.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,3.0,10.0,18.0,8.0,80.0,130.84723585214263,163.55904481517828,133.33333333333331
1448,2503,PB,251274,Riachão,3619,82.89582757667864,3.0,6.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,11.0,4.0,-7.0,-63.63636363636363,-193.42359767891682,303.951367781155,-233.33333333333334
1449,2503,PB,251275,Riachão do Bacamarte,4541,44.04316229905307,2.0,4.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,12.0,3.0,-9.0,-75.0,-198.19423034573882,264.2589737943184,-450.0
1450,2503,PB,251276,Riachão do Poço,4540,88.1057268722467,4.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,1.0,19.999999999999996,22.026431718061676,110.13215859030838,25.0
1451,2503,PB,251290,Rio Tinto,24218,103.22900322074491,25.0,32.0,37.0,7.0,13.0,5.0,7.0,3.0,1.0,3.0,5.0,50.0,63.0,13.0,26.0,53.679081674787355,206.45800644148983,52.0
1452,2503,PB,251310,Salgado de São Félix,12131,65.9467480009892,8.0,15.0,12.0,10.0,7.0,4.0,4.0,2.0,1.0,7.0,6.0,38.0,30.0,-8.0,-21.052631578947366,-65.9467480009892,313.2470530046987,-100.0
1453,2503,PB,251370,Santa Rita,137349,144.88638432023532,199.0,288.0,211.0,148.0,90.0,107.0,74.0,29.0,15.0,62.0,30.0,634.0,420.0,-214.0,-33.753943217665615,-155.80746856547918,461.59782743230744,-107.53768844221105
1454,2503,PB,251445,São José dos Ramos,5998,66.68889629876625,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,17.0,8.0,-9.0,-52.94117647058824,-150.05001667222407,283.42780926975655,-225.0
1455,2503,PB,251500,São Miguel de Taipu,7410,80.97165991902834,6.0,9.0,10.0,5.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,23.0,23.0,0.0,0.0,0.0,310.39136302294196,0.0
1456,2503,PB,251530,Sapé,52804,111.73395954851904,59.0,72.0,62.0,39.0,17.0,17.0,17.0,4.0,3.0,25.0,17.0,157.0,116.0,-41.0,-26.114649681528668,-77.645632906598,297.3259601545338,-69.49152542372882
1457,2503,PB,251560,Serra da Raiz,3131,31.938677738741617,1.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,-4.0,-57.14285714285714,-127.75471095496647,223.5707441711913,-400.0
1458,2503,PB,251590,Serraria,6068,49.43968358602505,3.0,8.0,9.0,3.0,6.0,8.0,2.0,0.0,3.0,1.0,0.0,20.0,20.0,0.0,0.0,0.0,329.5978905735003,0.0
1459,2503,PB,251593,Sertãozinho,5089,58.950677932796225,3.0,12.0,5.0,5.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,20.0,10.0,-10.0,-50.0,-196.50225977598745,393.0045195519749,-333.33333333333337
1460,2503,PB,251597,Sobrado,7815,63.97952655150352,5.0,13.0,3.0,7.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,24.0,8.0,-16.0,-66.66666666666667,-204.73448496481126,307.1017274472169,-320.0
1461,2503,PB,251600,Solânea,26227,49.56723986731231,13.0,23.0,27.0,18.0,13.0,2.0,6.0,3.0,5.0,7.0,5.0,53.0,56.0,3.0,5.660377358490565,11.43859381553361,202.08182407442712,23.076923076923077
1462,2503,PB,251640,Tacima,10969,54.69960798614277,6.0,9.0,16.0,5.0,7.0,5.0,2.0,0.0,0.0,2.0,0.0,21.0,25.0,4.0,19.047619047619047,36.46640532409518,191.44862795149967,66.66666666666666
1463,2605,PE,260020,Afrânio,19810,55.52751135790005,11.0,12.0,21.0,10.0,9.0,9.0,10.0,1.0,0.0,1.0,2.0,33.0,42.0,9.0,27.27272727272727,45.43160020191823,166.58253407370015,81.81818181818183
1464,2605,PE,260110,Araripina,84864,68.3446455505279,58.0,72.0,67.0,27.0,32.0,41.0,37.0,7.0,4.0,9.0,12.0,156.0,152.0,-4.0,-2.564102564102566,-4.71342383107089,183.8235294117647,-6.896551724137931
1465,2605,PE,260160,Belém do São Francisco,20730,14.47178002894356,3.0,19.0,20.0,13.0,9.0,9.0,4.0,9.0,2.0,6.0,0.0,56.0,35.0,-21.0,-37.5,-101.30246020260492,270.1398938736131,-700.0
1466,2605,PE,260200,Bodocó,38378,49.507530355933085,19.0,31.0,20.0,22.0,15.0,19.0,14.0,2.0,2.0,3.0,1.0,77.0,52.0,-25.0,-32.467532467532465,-65.14148731043828,200.63578091614988,-131.57894736842107
1467,2605,PE,260300,Cabrobó,34503,28.982986986638842,10.0,21.0,25.0,13.0,9.0,4.0,11.0,3.0,3.0,3.0,5.0,44.0,53.0,9.0,20.45454545454546,26.08468828797496,127.5251427412109,90.0
1468,2605,PE,260430,Cedro,11891,33.638886552855105,4.0,12.0,9.0,11.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,31.0,18.0,-13.0,-41.93548387096774,-109.32638129677906,260.70137078462704,-325.0
1469,2605,PE,260515,Dormentes,19079,15.72409455422192,3.0,13.0,16.0,7.0,5.0,6.0,7.0,5.0,0.0,4.0,2.0,35.0,30.0,-5.0,-14.28571428571429,-26.206824257036534,183.44776979925572,-166.66666666666669
1470,2605,PE,260530,Exu,31766,56.66435811874331,18.0,30.0,23.0,21.0,18.0,17.0,10.0,8.0,7.0,5.0,1.0,81.0,59.0,-22.0,-27.160493827160494,-69.25643770068626,254.9896115343449,-122.22222222222223
1471,2605,PE,260630,Granito,7537,26.535756932466498,2.0,7.0,7.0,6.0,3.0,9.0,4.0,3.0,1.0,1.0,2.0,26.0,17.0,-9.0,-34.61538461538461,-119.41090619609923,344.96484012206446,-450.0
1472,2605,PE,260730,Ipubi,31187,80.16160579728734,25.0,16.0,21.0,7.0,8.0,4.0,3.0,1.0,0.0,1.0,2.0,29.0,34.0,5.0,17.24137931034482,16.032321159457467,92.9874627248533,20.0
1473,2605,PE,260875,Lagoa Grande,25849,46.42345932144377,12.0,7.0,13.0,2.0,1.0,10.0,6.0,3.0,2.0,10.0,4.0,32.0,26.0,-6.0,-18.75,-23.211729660721886,123.79589152385006,-50.0
1474,2605,PE,260930,Mirandiba,15470,51.71299288946348,8.0,20.0,23.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,29.0,34.0,5.0,17.24137931034482,32.32062055591467,187.45959922430512,62.5
1475,2605,PE,260980,Orocó,15152,26.399155227032733,4.0,12.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,7.0,-6.0,-46.15384615384615,-39.598732840549104,85.79725448785638,-150.0
1476,2605,PE,260990,Ouricuri,69969,45.7345395818148,32.0,50.0,41.0,42.0,31.0,26.0,17.0,6.0,9.0,9.0,5.0,133.0,103.0,-30.0,-22.55639097744361,-42.876130857951374,190.08418013691778,-93.75
1477,2605,PE,261040,Parnamirim,22106,67.85488102777526,15.0,11.0,13.0,11.0,10.0,15.0,10.0,1.0,0.0,1.0,2.0,39.0,35.0,-4.0,-10.256410256410254,-18.09463494074007,176.42269067221568,-26.666666666666668
1478,2605,PE,261110,Petrolina,354317,44.31060321689335,157.0,297.0,250.0,94.0,76.0,125.0,96.0,34.0,29.0,13.0,20.0,563.0,471.0,-92.0,-16.34103019538188,-25.965449018816486,158.89725866949652,-58.59872611464968
1479,2605,PE,261220,Salgueiro,61249,89.79738444709302,55.0,92.0,69.0,44.0,26.0,19.0,28.0,11.0,14.0,8.0,5.0,174.0,142.0,-32.0,-18.39080459770115,-52.24575095103594,284.0862707962579,-58.18181818181818
1480,2605,PE,261245,Santa Cruz,15558,25.710245532844837,4.0,13.0,12.0,8.0,7.0,7.0,1.0,3.0,2.0,0.0,0.0,31.0,22.0,-9.0,-29.032258064516125,-57.84805244890089,199.25440287954748,-225.0
1481,2605,PE,261255,Santa Filomena,14562,34.33594286499107,5.0,5.0,7.0,4.0,5.0,6.0,3.0,0.0,1.0,1.0,0.0,16.0,16.0,0.0,0.0,0.0,109.87501716797144,0.0
1482,2605,PE,261260,Santa Maria da Boa Vista,42100,28.503562945368174,12.0,15.0,10.0,11.0,10.0,10.0,3.0,3.0,4.0,0.0,3.0,39.0,30.0,-9.0,-23.076923076923073,-21.377672209026127,92.63657957244655,-75.0
1483,2605,PE,261400,Serrita,19196,46.88476765992915,9.0,23.0,19.0,8.0,6.0,9.0,8.0,4.0,0.0,2.0,0.0,46.0,33.0,-13.0,-28.260869565217394,-67.72244217545321,239.6332569285268,-144.44444444444443
1484,2605,PE,261430,Moreilândia,11270,26.619343389529725,3.0,7.0,5.0,7.0,3.0,8.0,2.0,0.0,1.0,1.0,3.0,23.0,14.0,-9.0,-39.13043478260869,-79.85803016858918,204.08163265306123,-300.0
1485,2605,PE,261520,Terra Nova,10206,48.99078973153047,5.0,5.0,8.0,6.0,4.0,3.0,4.0,0.0,1.0,0.0,1.0,14.0,18.0,4.0,28.57142857142858,39.19263178522438,137.1742112482853,80.0
1486,2605,PE,261560,Trindade,30816,116.82242990654204,36.0,29.0,20.0,20.0,12.0,16.0,7.0,5.0,4.0,5.0,1.0,75.0,44.0,-31.0,-41.333333333333336,-100.59709241952233,243.38006230529592,-86.11111111111111
1487,2605,PE,261610,Verdejante,9553,20.935831675913327,2.0,16.0,11.0,4.0,2.0,3.0,5.0,4.0,0.0,2.0,1.0,29.0,19.0,-10.0,-34.48275862068966,-104.67915837956663,303.56955930074326,-500.0
1488,2606,PE,260010,Afogados da Ingazeira,37404,88.22585819698428,33.0,68.0,42.0,15.0,21.0,18.0,24.0,6.0,7.0,9.0,13.0,116.0,107.0,-9.0,-7.758620689655171,-24.06159769008662,310.127259116672,-27.27272727272727
1489,2606,PE,260120,Arcoverde,74822,81.52682366148994,61.0,126.0,119.0,50.0,52.0,81.0,68.0,23.0,25.0,11.0,16.0,291.0,280.0,-11.0,-3.7800687285223344,-14.701558365186708,388.9230440244848,-18.0327868852459
1490,2606,PE,260180,Betânia,12765,15.667841754798275,2.0,13.0,11.0,4.0,1.0,7.0,4.0,1.0,0.0,4.0,7.0,29.0,23.0,-6.0,-20.68965517241379,-47.00352526439483,227.183705444575,-300.0
1491,2606,PE,260250,Brejinho,7488,40.06410256410256,3.0,4.0,11.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,15.0,5.0,50.0,66.77350427350427,133.54700854700855,166.66666666666669
1492,2606,PE,260280,Buíque,58919,13.577962966106009,8.0,58.0,59.0,22.0,19.0,40.0,29.0,13.0,10.0,11.0,5.0,144.0,122.0,-22.0,-15.277777777777779,-37.33939815679153,244.4033333899082,-275.0
1493,2606,PE,260340,Calumbi,5747,34.80076561684357,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,11.0,5.0,83.33333333333333,87.00191404210892,104.40229685053072,250.0
1494,2606,PE,260390,Carnaíba,19609,91.79458411953695,18.0,22.0,22.0,6.0,3.0,6.0,4.0,2.0,3.0,4.0,1.0,40.0,33.0,-7.0,-17.500000000000004,-35.69789382426437,203.98796471008208,-38.88888888888889
1495,2606,PE,260392,Carnaubeira da Penha,13025,23.032629558541267,3.0,8.0,6.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,4.0,12.0,15.0,3.0,25.0,23.032629558541267,92.13051823416507,100.0
1496,2606,PE,260510,Custódia,37375,40.13377926421405,15.0,52.0,49.0,30.0,13.0,10.0,9.0,4.0,3.0,2.0,4.0,98.0,78.0,-20.0,-20.408163265306122,-53.51170568561873,262.2073578595318,-133.33333333333331
1497,2606,PE,260560,Flores,22618,106.1101777345477,24.0,23.0,14.0,16.0,4.0,4.0,8.0,3.0,6.0,2.0,1.0,48.0,33.0,-15.0,-31.25,-66.31886108409232,212.2203554690954,-62.5
1498,2606,PE,260570,Floresta,33184,30.13500482160077,10.0,34.0,29.0,10.0,7.0,25.0,11.0,5.0,2.0,7.0,4.0,81.0,53.0,-28.0,-34.5679012345679,-84.37801350048215,244.09353905496624,-280.0
1499,2606,PE,260660,Ibimirim,29412,23.799809601523187,7.0,20.0,16.0,5.0,7.0,2.0,9.0,4.0,4.0,3.0,5.0,34.0,41.0,7.0,20.58823529411764,23.799809601523187,115.59907520739833,100.0
1500,2606,PE,260690,Iguaracy,12247,81.65264962848045,10.0,11.0,11.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,22.0,19.0,-3.0,-13.636363636363635,-24.495794888544133,179.63582918265698,-30.0
1501,2606,PE,260700,Inajá,23645,12.687671812222458,3.0,16.0,8.0,8.0,5.0,10.0,4.0,0.0,5.0,2.0,2.0,36.0,24.0,-12.0,-33.333333333333336,-50.75068724888983,152.25206174666948,-400.0
1502,2606,PE,260710,Ingazeira,4543,0.0,0.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,-5.0,-50.0,-110.05943209333039,220.11886418666077,-inf
1503,2606,PE,260740,Itacuruba,4966,40.27386226339106,2.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,-2.0,-33.333333333333336,-40.27386226339106,120.82158679017317,-100.0
1504,2606,PE,260770,Itapetim,13553,81.16284217516417,11.0,16.0,26.0,3.0,10.0,13.0,13.0,3.0,2.0,1.0,3.0,36.0,54.0,18.0,50.0,132.81192355935954,265.6238471187191,163.63636363636365
1505,2606,PE,260805,Jatobá,14850,13.468013468013467,2.0,11.0,12.0,7.0,2.0,9.0,1.0,0.0,1.0,2.0,1.0,29.0,17.0,-12.0,-41.379310344827594,-80.8080808080808,195.2861952861953,-600.0
1506,2606,PE,260915,Manari,21776,18.36884643644379,4.0,10.0,8.0,1.0,1.0,9.0,8.0,1.0,0.0,4.0,1.0,25.0,18.0,-7.0,-28.000000000000004,-32.14548126377664,114.8052902277737,-175.0
1507,2606,PE,261080,Pedra,22668,30.880536439032998,7.0,33.0,26.0,14.0,8.0,11.0,5.0,9.0,8.0,7.0,1.0,74.0,48.0,-26.0,-35.13513513513513,-114.6991353449797,326.45138521263453,-371.42857142857144
1508,2606,PE,261100,Petrolândia,36901,35.229397577301434,13.0,48.0,32.0,19.0,6.0,17.0,13.0,5.0,1.0,9.0,2.0,98.0,54.0,-44.0,-44.89795918367348,-119.23796103086637,265.57545865965693,-338.46153846153845
1509,2606,PE,261153,Quixaba,6805,44.0852314474651,3.0,7.0,6.0,7.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,21.0,10.0,-11.0,-52.38095238095239,-161.64584864070537,308.5966201322557,-366.66666666666663
1510,2606,PE,261247,Santa Cruz da Baixa Verde,12650,23.715415019762844,3.0,11.0,7.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,19.0,10.0,-9.0,-47.36842105263158,-71.14624505928853,150.19762845849803,-300.0
1511,2606,PE,261280,Santa Terezinha,11865,109.56595027391488,13.0,14.0,8.0,4.0,2.0,6.0,7.0,3.0,4.0,4.0,3.0,31.0,24.0,-7.0,-22.580645161290324,-58.99705014749262,261.27265065318164,-53.84615384615385
1512,2606,PE,261350,São José do Belmonte,34021,67.60530260721319,23.0,28.0,31.0,21.0,17.0,12.0,5.0,9.0,4.0,5.0,7.0,75.0,64.0,-11.0,-14.66666666666666,-32.33297081214544,220.45207371917346,-47.82608695652174
1513,2606,PE,261360,São José do Egito,34056,49.91778247592201,17.0,46.0,45.0,23.0,12.0,22.0,26.0,8.0,8.0,4.0,7.0,103.0,98.0,-5.0,-4.854368932038833,-14.681700728212357,302.44303500117456,-29.411764705882355
1514,2606,PE,261390,Serra Talhada,86915,89.7428522119312,78.0,90.0,106.0,4.0,6.0,3.0,8.0,13.0,2.0,26.0,28.0,136.0,150.0,14.0,10.294117647058831,16.107691422654316,156.47471667721337,17.94871794871795
1515,2606,PE,261410,Sertânia,36050,66.57420249653259,24.0,56.0,51.0,26.0,11.0,15.0,6.0,5.0,4.0,4.0,6.0,106.0,78.0,-28.0,-26.415094339622648,-77.66990291262137,294.0360610263523,-116.66666666666667
1516,2606,PE,261440,Solidão,6021,49.82561036372695,3.0,4.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,8.0,7.0,-1.0,-12.5,-16.608536787908985,132.86829430327188,-33.33333333333333
1517,2606,PE,261460,Tabira,28704,83.61204013377926,24.0,48.0,31.0,9.0,7.0,8.0,4.0,4.0,4.0,7.0,6.0,76.0,52.0,-24.0,-31.57894736842105,-83.61204013377926,264.7714604236343,-100.0
1518,2606,PE,261480,Tacaratu,26106,61.28859266069103,16.0,22.0,14.0,13.0,11.0,13.0,3.0,1.0,2.0,2.0,0.0,51.0,30.0,-21.0,-41.17647058823529,-80.44127786715697,195.35738910595265,-131.25
1519,2606,PE,261570,Triunfo,15243,72.1642721249098,11.0,21.0,17.0,5.0,0.0,5.0,8.0,4.0,2.0,2.0,2.0,37.0,29.0,-8.0,-21.62162162162162,-52.4831069999344,242.7343698746966,-72.72727272727273
1520,2606,PE,261580,Tupanatinga,27551,18.148161591230807,5.0,8.0,15.0,2.0,6.0,6.0,7.0,1.0,8.0,2.0,3.0,19.0,39.0,20.0,105.26315789473686,72.59264636492323,68.96301404667707,400.0
1521,2606,PE,261590,Tuparetama,8256,145.34883720930233,12.0,19.0,9.0,3.0,3.0,9.0,2.0,1.0,0.0,0.0,2.0,32.0,16.0,-16.0,-50.0,-193.7984496124031,387.5968992248062,-133.33333333333331
1522,2606,PE,261600,Venturosa,18661,80.38154439740634,15.0,23.0,22.0,12.0,0.0,5.0,9.0,1.0,3.0,4.0,4.0,45.0,38.0,-7.0,-15.555555555555555,-37.511387385456295,241.14463319221906,-46.666666666666664
1523,2607,PE,260005,Abreu e Lima,100346,135.5310625236681,136.0,210.0,140.0,44.0,34.0,62.0,27.0,6.0,10.0,38.0,20.0,360.0,231.0,-129.0,-35.83333333333333,-128.55519901142048,358.75869491559206,-94.85294117647058
1524,2607,PE,260040,Água Preta,37082,153.7133919421822,57.0,53.0,39.0,7.0,9.0,12.0,12.0,11.0,8.0,7.0,5.0,90.0,73.0,-17.0,-18.88888888888889,-45.84434496521224,242.70535569818242,-29.82456140350877
1525,2607,PE,260070,Aliança,38397,96.36169492408261,37.0,83.0,82.0,12.0,22.0,15.0,8.0,7.0,8.0,12.0,2.0,129.0,122.0,-7.0,-5.426356589147286,-18.230590931583198,335.9637471677475,-18.91891891891892
1526,2607,PE,260090,Amaraji,22870,104.940970703979,24.0,31.0,31.0,6.0,8.0,3.0,4.0,7.0,10.0,6.0,5.0,53.0,58.0,5.0,9.433962264150942,21.862702229995627,231.74464363795366,20.833333333333336
1527,2607,PE,260105,Araçoiaba,20733,91.641344716153,19.0,38.0,29.0,8.0,5.0,10.0,4.0,2.0,3.0,10.0,3.0,68.0,44.0,-24.0,-35.29411764705882,-115.75748806250904,327.9795495104423,-126.3157894736842
1528,2607,PE,260140,Barreiros,42764,109.90552801421755,47.0,89.0,71.0,15.0,13.0,25.0,21.0,4.0,2.0,25.0,12.0,158.0,119.0,-39.0,-24.68354430379747,-91.19820409690394,369.4696473669442,-82.97872340425532
1529,2607,PE,260150,Belém de Maria,12122,41.24731892426992,5.0,16.0,16.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,27.0,23.0,-4.0,-14.814814814814813,-32.99785513941594,222.73552219105758,-80.0
1530,2607,PE,260220,Bom Jardim,39983,82.53507740789836,33.0,97.0,68.0,44.0,19.0,20.0,9.0,6.0,6.0,6.0,4.0,173.0,106.0,-67.0,-38.72832369942196,-167.57121776755122,432.6838906535278,-203.03030303030303
1531,2607,PE,260270,Buenos Aires,13190,113.72251705837756,15.0,32.0,20.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,45.0,33.0,-12.0,-26.66666666666667,-90.97801364670204,341.1675511751327,-80.0
1532,2607,PE,260290,Cabo de Santo Agostinho,208944,132.0928095566276,276.0,352.0,314.0,101.0,70.0,79.0,63.0,28.0,30.0,65.0,38.0,625.0,515.0,-110.0,-17.600000000000005,-52.645684968221154,299.12321004671105,-39.85507246376812
1533,2607,PE,260345,Camaragibe,158899,156.70331468417044,249.0,311.0,284.0,66.0,44.0,82.0,64.0,31.0,26.0,60.0,28.0,550.0,446.0,-104.0,-18.90909090909091,-65.45038043033625,346.131819583509,-41.76706827309237
1534,2607,PE,260360,Camutanga,8572,46.66355576294914,4.0,20.0,20.0,4.0,10.0,3.0,2.0,3.0,1.0,5.0,0.0,35.0,33.0,-2.0,-5.714285714285716,-23.33177788147457,408.30611292580494,-50.0
1535,2607,PE,260400,Carpina,84395,107.82629302683807,91.0,151.0,120.0,39.0,27.0,37.0,25.0,16.0,9.0,27.0,20.0,270.0,201.0,-69.0,-25.555555555555554,-81.75839800936075,319.92416612358556,-75.82417582417582
1536,2607,PE,260415,Casinhas,14368,83.51893095768375,12.0,16.0,23.0,6.0,9.0,7.0,6.0,4.0,0.0,3.0,0.0,36.0,38.0,2.0,5.555555555555558,13.919821826280623,250.55679287305125,16.666666666666664
1537,2607,PE,260420,Catende,43340,122.2888786340563,53.0,69.0,51.0,15.0,16.0,16.0,13.0,14.0,15.0,13.0,5.0,127.0,100.0,-27.0,-21.259842519685034,-62.29810798338717,293.0318412551915,-50.943396226415096
1538,2607,PE,260440,Chã de Alegria,13556,103.27530244910004,14.0,17.0,10.0,4.0,1.0,10.0,6.0,1.0,4.0,11.0,6.0,43.0,27.0,-16.0,-37.2093023255814,-118.02891708468574,317.20271466509297,-114.28571428571428
1539,2607,PE,260450,Chã Grande,21815,100.84804033921614,22.0,44.0,24.0,9.0,5.0,4.0,7.0,4.0,3.0,4.0,3.0,65.0,42.0,-23.0,-35.38461538461538,-105.43204217281688,297.9601191840477,-104.54545454545455
1540,2607,PE,260460,Condado,26590,90.25949605114704,24.0,42.0,32.0,18.0,11.0,12.0,9.0,2.0,9.0,12.0,2.0,86.0,63.0,-23.0,-26.74418604651163,-86.49868371568259,323.42986084994357,-95.83333333333334
1541,2607,PE,260480,Cortês,12560,47.77070063694268,6.0,14.0,30.0,4.0,3.0,9.0,6.0,2.0,4.0,5.0,3.0,34.0,46.0,12.0,35.29411764705883,95.54140127388536,270.70063694267515,200.0
1542,2607,PE,260490,Cumaru,10192,117.73940345368916,12.0,29.0,28.0,12.0,6.0,7.0,2.0,3.0,3.0,2.0,6.0,53.0,45.0,-8.0,-15.094339622641506,-78.49293563579279,520.0156985871272,-66.66666666666666
1543,2607,PE,260520,Escada,69292,67.82889799688276,47.0,136.0,108.0,37.0,24.0,28.0,28.0,12.0,11.0,14.0,11.0,227.0,182.0,-45.0,-19.823788546255507,-64.94256191190902,327.59914564451884,-95.74468085106383
1544,2607,PE,260540,Feira Nova,22247,134.84964264844697,30.0,45.0,36.0,12.0,11.0,5.0,8.0,4.0,4.0,7.0,7.0,73.0,66.0,-7.0,-9.589041095890416,-31.46491661797096,328.13413044455433,-23.333333333333332
1545,2607,PE,260545,Fernando de Noronha,3101,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,7.0,inf,225.7336343115124,0.0,inf
1546,2607,PE,260550,Ferreiros,12170,65.7354149548069,8.0,18.0,12.0,2.0,7.0,6.0,1.0,3.0,0.0,3.0,3.0,32.0,23.0,-9.0,-28.125,-73.95234182415776,262.9416598192276,-112.5
1547,2607,PE,260590,Gameleira,31318,67.05409029950827,21.0,44.0,28.0,12.0,7.0,13.0,5.0,1.0,4.0,8.0,2.0,78.0,46.0,-32.0,-41.02564102564102,-102.17766140877451,249.05804968388787,-152.38095238095238
1548,2607,PE,260610,Glória do Goitá,30751,100.80972976488569,31.0,45.0,40.0,9.0,8.0,6.0,7.0,4.0,7.0,4.0,2.0,68.0,64.0,-4.0,-5.882352941176472,-13.007707066436863,221.1310201294267,-12.903225806451612
1549,2607,PE,260620,Goiana,80055,126.16326275685465,101.0,151.0,117.0,40.0,42.0,39.0,12.0,8.0,9.0,21.0,10.0,259.0,190.0,-69.0,-26.640926640926644,-86.19074386359378,323.5275747923303,-68.31683168316832
1550,2607,PE,260680,Igarassu,118370,126.72129762608768,150.0,175.0,167.0,35.0,27.0,42.0,32.0,8.0,12.0,46.0,8.0,306.0,246.0,-60.0,-19.6078431372549,-50.688519050435076,258.51144715721887,-40.0
