,sigla_uf,vacina,vacina_apelido,semana,mes,qt_total,qt_D1,qt_D2,qt_Reforco,qt_Adicional,qt_Unica
322,GO,85,Astrazeneca,2021-02-28,2021-02-01,268,268,0,0,0,0
323,SP,85,Astrazeneca,2021-03-28,2021-04-01,2531,2421,110,0,0,0
324,MG,85,Astrazeneca,2021-05-09,2021-05-01,326781,296520,30183,0,78,0
325,MG,85,Astrazeneca,2021-03-21,2021-03-01,14671,14619,52,0,0,0
326,PI,85,Astrazeneca,2021-08-15,2021-08-01,34124,7392,26732,0,0,0
327,PB,85,Astrazeneca,2021-10-17,2021-10-01,95719,154,95455,77,6,0
328,PB,85,Astrazeneca,2021-06-13,2021-06-01,65429,62658,2716,0,0,0
329,AM,85,Astrazeneca,2021-07-11,2021-07-01,91873,73345,18528,0,0,0
330,AM,85,Astrazeneca,2021-04-25,2021-04-01,37361,9326,28035,0,0,0
331,MT,85,Astrazeneca,2021-01-31,2021-01-01,4,4,0,0,0,0
332,RJ,85,Astrazeneca,2021-09-26,2021-09-01,150135,1712,147405,869,149,0
333,MA,85,Astrazeneca,2021-07-25,2021-07-01,192403,117901,74502,0,0,0
334,MA,85,Astrazeneca,2021-06-20,2021-06-01,98643,84664,13979,0,0,0
335,MA,85,Astrazeneca,2021-06-27,2021-07-01,17138,8312,8826,0,0,0
336,MA,85,Astrazeneca,2021-09-26,2021-10-01,6117,167,5930,16,4,0
337,BA,85,Astrazeneca,2021-10-24,2021-10-01,68973,643,68099,198,33,0
338,PA,85,Astrazeneca,2021-07-18,2021-07-01,131198,87906,43291,0,1,0
339,SC,85,Astrazeneca,2021-05-16,2021-05-01,98768,92023,6744,1,0,0
340,SC,85,Astrazeneca,2021-08-22,2021-08-01,155511,13294,142215,0,2,0
341,SC,85,Astrazeneca,2021-01-31,2021-01-01,170,170,0,0,0,0
342,RN,85,Astrazeneca,2021-01-31,2021-02-01,10567,10522,45,0,0,0
343,CE,85,Astrazeneca,2021-10-17,2021-10-01,52269,62,52159,36,12,0
344,PR,85,Astrazeneca,1962-02-11,1962-02-01,1,1,0,0,0,0
345,PI,85,Astrazeneca,2021-11-14,2021-11-01,2648,45,2599,0,4,0
346,SC,85,Astrazeneca,2021-01-10,2021-01-01,1,1,0,0,0,0
347,SE,85,Astrazeneca,2021-05-09,2021-05-01,28384,24507,3877,0,0,0
348,SE,85,Astrazeneca,2021-03-14,2021-03-01,270,270,0,0,0,0
349,AC,85,Astrazeneca,2021-05-30,2021-06-01,5714,4107,1607,0,0,0
350,BA,85,Astrazeneca,2002-09-15,2002-09-01,1,0,1,0,0,0
351,AP,85,Astrazeneca,2021-05-30,2021-05-01,685,526,159,0,0,0
352,AP,85,Astrazeneca,2021-06-27,2021-07-01,6963,4520,2443,0,0,0
353,AL,85,Astrazeneca,2021-08-22,2021-08-01,57077,10229,46742,1,0,0
354,PR,85,Astrazeneca,2021-03-07,2021-03-01,13006,12961,45,0,0,0
355,MS,85,Astrazeneca,2021-04-11,2021-04-01,23907,18291,5616,0,0,0
356,RS,85,Astrazeneca,2021-09-05,2021-09-01,192181,2552,189626,0,3,0
357,RS,85,Astrazeneca,2021-03-28,2021-03-01,16881,16854,27,0,0,0
358,DF,85,Astrazeneca,2021-04-25,2021-04-01,54434,41535,12899,0,0,0
359,DF,85,Astrazeneca,2021-08-01,2021-08-01,31289,1791,29498,0,0,0
360,DF,85,Astrazeneca,2021-07-11,2021-07-01,33708,5187,28521,0,0,0
361,GO,85,Astrazeneca,2021-03-07,2021-03-01,6054,5975,79,0,0,0
362,MG,85,Astrazeneca,2021-02-14,2021-02-01,20069,19971,98,0,0,0
363,MG,85,Astrazeneca,2021-06-27,2021-06-01,124174,101291,22883,0,0,0
364,MG,85,Astrazeneca,2021-10-24,2021-10-01,161865,399,161206,234,26,0
365,MG,85,Astrazeneca,2021-10-17,2021-10-01,239604,1023,238286,258,37,0
366,PI,85,Astrazeneca,2021-09-26,2021-10-01,6324,87,6236,0,1,0
367,RJ,85,Astrazeneca,2021-08-29,2021-09-01,232521,5943,226242,336,0,0
368,RR,85,Astrazeneca,2021-09-26,2021-09-01,7715,434,7253,19,9,0
369,RR,85,Astrazeneca,2021-02-21,2021-02-01,368,368,0,0,0,0
370,RR,85,Astrazeneca,2021-03-14,2021-03-01,262,258,4,0,0,0
371,MA,85,Astrazeneca,2021-10-24,2021-10-01,32107,758,30785,538,26,0
372,BA,85,Astrazeneca,2021-08-22,2021-08-01,177000,6992,170006,0,2,0
373,BA,85,Astrazeneca,2021-09-19,2021-09-01,95581,1904,93637,23,17,0
374,PA,85,Astrazeneca,2021-03-28,2021-04-01,8320,8233,87,0,0,0
375,SC,85,Astrazeneca,2021-10-31,2021-11-01,24648,1017,23590,38,3,0
376,RN,85,Astrazeneca,2021-03-21,2021-03-01,2874,2867,7,0,0,0
377,RN,85,Astrazeneca,2021-10-17,2021-10-01,39698,398,39155,59,86,0
378,RN,85,Astrazeneca,2021-01-31,2021-01-01,3,2,1,0,0,0
379,MS,85,Astrazeneca,2021-11-07,2021-11-01,3200,425,2568,206,1,0
380,CE,85,Astrazeneca,2021-07-04,2021-07-01,90294,36524,53767,0,0,0
381,CE,85,Astrazeneca,2021-01-31,2021-01-01,309,309,0,0,0,0
382,TO,85,Astrazeneca,2021-04-18,2021-04-01,14364,14195,169,0,0,0
383,TO,85,Astrazeneca,2021-11-07,2021-11-01,9204,58,9102,42,2,0
384,TO,85,Astrazeneca,2021-03-14,2021-03-01,298,295,3,0,0,0
385,TO,85,Astrazeneca,2021-03-21,2021-03-01,530,527,3,0,0,0
386,SE,85,Astrazeneca,2021-05-16,2021-05-01,39670,38327,1343,0,0,0
387,SE,85,Astrazeneca,2021-08-22,2021-08-01,35970,8246,27724,0,0,0
388,SE,85,Astrazeneca,2021-10-31,2021-10-01,6,0,6,0,0,0
389,PB,85,Astrazeneca,1972-07-02,1972-07-01,1,1,0,0,0,0
390,AC,85,Astrazeneca,2021-09-26,2021-10-01,2332,97,2233,2,0,0
391,AL,85,Astrazeneca,2021-10-24,2021-10-01,25680,594,24544,531,11,0
392,AL,85,Astrazeneca,2021-03-21,2021-03-01,25180,25142,38,0,0,0
393,AL,85,Astrazeneca,2021-02-14,2021-02-01,764,758,6,0,0,0
394,PR,85,Astrazeneca,2021-05-09,2021-05-01,123985,120217,3768,0,0,0
395,RO,85,Astrazeneca,2021-05-30,2021-06-01,22614,21800,814,0,0,0
396,RS,85,Astrazeneca,2021-04-11,2021-04-01,152680,151751,929,0,0,0
397,DF,85,Astrazeneca,2021-06-20,2021-06-01,19646,18670,976,0,0,0
398,DF,85,Astrazeneca,2021-09-05,2021-09-01,73521,279,73238,0,4,0
399,PE,85,Astrazeneca,2021-05-30,2021-06-01,190833,173782,17051,0,0,0
400,GO,85,Astrazeneca,2021-01-24,2021-01-01,21595,21557,38,0,0,0
401,SP,85,Astrazeneca,2021-07-11,2021-07-01,988156,427772,560364,2,18,0
402,PI,85,Astrazeneca,2021-05-02,2021-05-01,80187,78868,1319,0,0,0
403,PI,85,Astrazeneca,2021-08-29,2021-08-01,18285,765,17520,0,0,0
404,PB,85,Astrazeneca,2021-08-29,2021-09-01,48541,611,47929,0,1,0
405,PB,85,Astrazeneca,2021-03-14,2021-03-01,1957,1931,26,0,0,0
406,MT,85,Astrazeneca,2021-06-27,2021-06-01,20703,18759,1944,0,0,0
407,MT,85,Astrazeneca,2021-05-23,2021-05-01,29096,26217,2879,0,0,0
408,MT,85,Astrazeneca,2021-08-08,2021-08-01,50830,18193,32637,0,0,0
409,RJ,85,Astrazeneca,2021-08-22,2021-08-01,239279,12168,227041,63,7,0
410,RJ,85,Astrazeneca,2021-04-11,2021-04-01,247274,242030,5244,0,0,0
411,RJ,85,Astrazeneca,2021-10-17,2021-10-01,66344,687,62934,2590,133,0
412,RR,85,Astrazeneca,2021-05-30,2021-06-01,876,815,61,0,0,0
413,MA,85,Astrazeneca,2021-08-01,2021-08-01,111282,32384,78897,0,1,0
414,MA,85,Astrazeneca,2021-09-26,2021-09-01,36595,699,35786,89,21,0
415,MA,85,Astrazeneca,2021-08-29,2021-09-01,135389,1991,133392,2,4,0
416,BA,85,Astrazeneca,2021-08-01,2021-08-01,218084,29456,188624,0,4,0
417,BA,85,Astrazeneca,2021-07-25,2021-07-01,305747,102909,202836,0,2,0
418,BA,85,Astrazeneca,2021-10-03,2021-10-01,89917,998,88855,43,21,0
419,BA,85,Astrazeneca,2021-05-30,2021-05-01,54615,50278,4337,0,0,0
420,BA,85,Astrazeneca,2021-01-24,2021-01-01,48277,48187,90,0,0,0
421,BA,85,Astrazeneca,2021-03-28,2021-04-01,6587,6485,102,0,0,0
422,PA,85,Astrazeneca,2021-10-03,2021-10-01,76213,1790,74258,79,86,0
423,PA,85,Astrazeneca,2021-02-07,2021-02-01,7280,7247,33,0,0,0
424,SC,85,Astrazeneca,2021-02-21,2021-02-01,9408,9392,16,0,0,0
425,ES,85,Astrazeneca,2021-06-27,2021-07-01,58714,47772,10941,1,0,0
426,ES,85,Astrazeneca,2021-09-26,2021-09-01,23164,314,22727,120,3,0
427,RN,85,Astrazeneca,2021-08-15,2021-08-01,62719,7085,55632,1,1,0
428,CE,85,Astrazeneca,2021-06-13,2021-06-01,172125,168774,3351,0,0,0
429,CE,85,Astrazeneca,2021-06-20,2021-06-01,170465,162697,7768,0,0,0
430,CE,85,Astrazeneca,2021-10-03,2021-10-01,55298,134,55162,1,1,0
431,MG,85,Astrazeneca,1938-01-02,1938-01-01,1,0,1,0,0,0
432,CE,85,Astrazeneca,2021-01-10,2021-01-01,8,8,0,0,0,0
433,TO,85,Astrazeneca,2021-07-25,2021-07-01,33308,19930,13378,0,0,0
434,TO,85,Astrazeneca,2021-06-27,2021-07-01,14075,12122,1953,0,0,0
435,TO,85,Astrazeneca,2021-01-31,2021-02-01,4192,4184,8,0,0,0
436,TO,85,Astrazeneca,2021-01-17,2021-01-01,8,8,0,0,0,0
437,TO,85,Astrazeneca,2021-03-28,2021-04-01,200,200,0,0,0,0
438,AL,85,Astrazeneca,2021-11-14,2021-11-01,4645,63,4555,19,8,0
439,SE,85,Astrazeneca,2021-07-25,2021-07-01,37705,19041,18664,0,0,0
440,PB,85,Astrazeneca,1981-09-20,1981-09-01,1,0,1,0,0,0
441,MG,85,Astrazeneca,2010-11-07,2010-11-01,1,0,1,0,0,0
442,AP,85,Astrazeneca,2021-09-12,2021-09-01,9501,267,9231,1,2,0
443,AP,85,Astrazeneca,2021-08-08,2021-08-01,11737,1534,10203,0,0,0
444,AP,85,Astrazeneca,2021-08-29,2021-08-01,4535,406,4128,0,1,0
445,AL,85,Astrazeneca,2021-09-05,2021-09-01,35136,7838,27297,0,1,0
446,AL,85,Astrazeneca,2021-10-17,2021-10-01,34230,678,33247,287,18,0
447,AL,85,Astrazeneca,2021-05-02,2021-05-01,43844,38224,5620,0,0,0
448,AL,85,Astrazeneca,2021-03-28,2021-03-01,8378,8361,17,0,0,0
449,PR,85,Astrazeneca,2021-03-28,2021-04-01,2455,2446,9,0,0,0
450,PR,85,Astrazeneca,2021-10-31,2021-10-01,669,1,666,2,0,0
451,MS,85,Astrazeneca,2021-06-20,2021-06-01,53125,3803,49322,0,0,0
452,RO,85,Astrazeneca,2021-08-08,2021-08-01,23677,3736,19941,0,0,0
453,RO,85,Astrazeneca,2021-09-26,2021-10-01,2823,21,2798,4,0,0
454,RO,85,Astrazeneca,2021-10-10,2021-10-01,18949,83,18855,8,3,0
455,RO,85,Astrazeneca,2021-04-04,2021-04-01,612,606,6,0,0,0
456,RO,85,Astrazeneca,2021-01-24,2021-01-01,1034,1032,2,0,0,0
457,RS,85,Astrazeneca,2021-08-29,2021-09-01,148887,2950,145937,0,0,0
458,RS,85,Astrazeneca,2021-08-08,2021-08-01,181480,22480,159000,0,0,0
459,RS,85,Astrazeneca,2021-06-06,2021-06-01,428624,414581,14043,0,0,0
460,DF,85,Astrazeneca,2021-10-10,2021-10-01,37639,31,37534,45,29,0
461,MG,85,Astrazeneca,2021-01-31,2021-02-01,96481,96240,241,0,0,0
462,MG,85,Astrazeneca,2021-02-21,2021-02-01,9507,9478,29,0,0,0
463,MG,85,Astrazeneca,2021-03-28,2021-04-01,6918,6848,70,0,0,0
464,PI,85,Astrazeneca,2021-07-25,2021-07-01,92846,37205,55641,0,0,0
465,PI,85,Astrazeneca,2021-03-21,2021-03-01,3531,3516,15,0,0,0
466,PI,85,Astrazeneca,2021-02-28,2021-02-01,1007,1004,3,0,0,0
467,PI,85,Astrazeneca,2021-10-31,2021-10-01,31,5,26,0,0,0
468,PB,85,Astrazeneca,2021-05-23,2021-05-01,33056,31523,1533,0,0,0
469,AM,85,Astrazeneca,2021-08-22,2021-08-01,90632,9516,81116,0,0,0
470,AM,85,Astrazeneca,2021-02-28,2021-02-01,513,512,1,0,0,0
471,AM,85,Astrazeneca,2021-02-14,2021-02-01,7661,7623,38,0,0,0
472,MT,85,Astrazeneca,2021-01-24,2021-01-01,5272,5265,7,0,0,0
473,MT,85,Astrazeneca,2021-09-26,2021-09-01,32093,319,31750,12,12,0
474,RJ,85,Astrazeneca,2021-10-31,2021-11-01,22869,250,21552,1052,15,0
475,RR,85,Astrazeneca,2021-09-12,2021-09-01,9910,644,9246,12,8,0
476,MA,85,Astrazeneca,2021-04-25,2021-05-01,4481,4192,289,0,0,0
477,MA,85,Astrazeneca,2021-03-14,2021-03-01,1985,1962,23,0,0,0
478,BA,85,Astrazeneca,2021-05-09,2021-05-01,225278,217887,7391,0,0,0
479,BA,85,Astrazeneca,2021-03-07,2021-03-01,17746,17590,156,0,0,0
480,BA,85,Astrazeneca,2021-02-28,2021-02-01,7834,7828,6,0,0,0
481,BA,85,Astrazeneca,2021-01-17,2021-01-01,986,966,20,0,0,0
482,PA,85,Astrazeneca,2021-02-14,2021-02-01,7863,7796,67,0,0,0
483,SC,85,Astrazeneca,2021-06-27,2021-07-01,102076,88410,13666,0,0,0
484,ES,85,Astrazeneca,2021-05-30,2021-05-01,11975,10432,1543,0,0,0
485,ES,85,Astrazeneca,2021-09-26,2021-10-01,17764,128,17610,26,0,0
486,ES,85,Astrazeneca,2021-10-31,2021-11-01,5661,108,5454,59,40,0
487,MG,85,Astrazeneca,2021-02-28,2021-02-01,70,65,5,0,0,0
488,MG,85,Astrazeneca,2012-09-16,2012-09-01,1,0,1,0,0,0
489,MG,85,Astrazeneca,2020-08-30,2020-08-01,1,0,1,0,0,0
490,TO,85,Astrazeneca,2021-07-11,2021-07-01,26049,16745,9303,0,1,0
491,AC,85,Astrazeneca,2021-06-20,2021-06-01,37214,27485,9729,0,0,0
492,AP,85,Astrazeneca,2021-04-04,2021-04-01,4153,4027,126,0,0,0
493,AP,85,Astrazeneca,2021-10-24,2021-10-01,2728,87,2634,7,0,0
494,AL,85,Astrazeneca,2021-07-18,2021-07-01,52196,31583,20613,0,0,0
495,AL,85,Astrazeneca,2021-06-27,2021-07-01,31873,21130,10743,0,0,0
496,AL,85,Astrazeneca,2021-04-18,2021-04-01,24773,21449,3324,0,0,0
497,PR,85,Astrazeneca,2021-04-18,2021-04-01,191690,170661,21029,0,0,0
498,PR,85,Astrazeneca,2021-02-21,2021-02-01,10496,10461,35,0,0,0
499,PR,85,Astrazeneca,2021-01-31,2021-01-01,619,619,0,0,0,0
500,PR,85,Astrazeneca,2021-10-03,2021-10-01,121216,296,120826,67,27,0
501,MS,85,Astrazeneca,2021-08-08,2021-08-01,58140,913,57227,0,0,0
502,MS,85,Astrazeneca,2021-05-30,2021-05-01,20400,18534,1866,0,0,0
503,MS,85,Astrazeneca,2021-03-28,2021-03-01,3165,3135,30,0,0,0
504,RO,85,Astrazeneca,2021-09-12,2021-09-01,14481,221,14260,0,0,0
505,RO,85,Astrazeneca,2021-02-21,2021-02-01,1361,1250,111,0,0,0
506,RO,85,Astrazeneca,2015-12-27,2016-01-01,56,0,56,0,0,0
507,RS,85,Astrazeneca,2021-04-25,2021-04-01,130378,84110,46267,1,0,0
508,RS,85,Astrazeneca,2021-05-30,2021-06-01,185690,167820,17869,0,1,0
509,RS,85,Astrazeneca,2021-03-14,2021-03-01,4140,4112,28,0,0,0
510,DF,85,Astrazeneca,2021-10-31,2021-11-01,6787,10,6748,24,5,0
511,PE,85,Astrazeneca,2021-06-13,2021-06-01,302787,297945,4842,0,0,0
512,PE,85,Astrazeneca,2021-04-04,2021-04-01,22562,22271,291,0,0,0
513,PE,85,Astrazeneca,2021-03-14,2021-03-01,3032,3000,32,0,0,0
514,PE,85,Astrazeneca,2021-03-07,2021-03-01,12001,11897,104,0,0,0
515,PE,85,Astrazeneca,2021-01-17,2021-01-01,267,265,2,0,0,0
516,SP,85,Astrazeneca,2021-04-11,2021-04-01,260748,259154,1590,1,3,0
517,SP,85,Astrazeneca,2021-09-26,2021-10-01,170400,937,168837,535,91,0
518,SP,85,Astrazeneca,2021-02-28,2021-02-01,15127,15081,46,0,0,0
519,MG,85,Astrazeneca,2021-06-13,2021-06-01,518109,486781,31310,0,0,0
520,PI,85,Astrazeneca,2021-04-25,2021-04-01,35038,33244,1794,0,0,0
521,PB,85,Astrazeneca,2021-08-08,2021-08-01,50928,3249,47679,0,0,0
522,AM,85,Astrazeneca,2021-07-25,2021-07-01,32028,11176,20852,0,0,0
523,AM,85,Astrazeneca,2021-11-07,2021-11-01,20479,1874,14506,3906,193,0
524,MT,85,Astrazeneca,2021-11-14,2021-11-01,7710,144,7403,161,2,0
525,RJ,85,Astrazeneca,2021-05-23,2021-05-01,311394,261640,49754,0,0,0
526,RJ,85,Astrazeneca,2021-07-25,2021-07-01,395637,139004,256630,1,2,0
527,RR,85,Astrazeneca,2021-04-18,2021-04-01,507,499,8,0,0,0
528,RR,85,Astrazeneca,2021-02-07,2021-02-01,4,4,0,0,0,0
529,MA,85,Astrazeneca,2021-02-28,2021-02-01,704,703,1,0,0,0
530,BA,85,Astrazeneca,2021-04-18,2021-04-01,205176,185684,19492,0,0,0
531,BA,85,Astrazeneca,2021-03-21,2021-03-01,134593,134274,319,0,0,0
532,PA,85,Astrazeneca,2021-02-28,2021-02-01,270,267,3,0,0,0
533,PA,85,Astrazeneca,2021-03-14,2021-03-01,8315,8158,157,0,0,0
534,PA,85,Astrazeneca,2021-02-21,2021-02-01,3627,3569,58,0,0,0
535,PA,85,Astrazeneca,2021-11-07,2021-11-01,32100,1145,29296,1608,51,0
536,SC,85,Astrazeneca,2021-05-30,2021-05-01,28037,25327,2710,0,0,0
537,ES,85,Astrazeneca,2021-06-20,2021-06-01,83727,61308,22416,3,0,0
538,ES,85,Astrazeneca,2021-06-27,2021-06-01,30987,11985,19002,0,0,0
539,RN,85,Astrazeneca,2021-01-03,2021-01-01,10,7,3,0,0,0
540,CE,85,Astrazeneca,2021-05-02,2021-05-01,91283,74029,17254,0,0,0
541,CE,85,Astrazeneca,2021-01-03,2021-01-01,22,22,0,0,0,0
542,MG,85,Astrazeneca,2021-01-03,2021-01-01,3,2,1,0,0,0
543,TO,85,Astrazeneca,2021-07-18,2021-07-01,29009,16226,12783,0,0,0
544,TO,85,Astrazeneca,2021-02-28,2021-02-01,1,1,0,0,0,0
545,AL,85,Astrazeneca,2021-10-31,2021-10-01,129,0,129,0,0,0
546,MG,85,Astrazeneca,2001-06-10,2001-06-01,1,1,0,0,0,0
547,PB,85,Astrazeneca,1999-02-14,1999-02-01,1,0,1,0,0,0
548,PA,85,Astrazeneca,2020-12-27,2021-01-01,1,1,0,0,0,0
549,AP,85,Astrazeneca,2021-08-15,2021-08-01,5561,1360,4201,0,0,0
550,AP,85,Astrazeneca,2021-05-02,2021-05-01,12785,12338,447,0,0,0
551,AP,85,Astrazeneca,2021-04-11,2021-04-01,2331,2266,65,0,0,0
552,AL,85,Astrazeneca,2021-07-25,2021-07-01,83191,53003,30188,0,0,0
553,MS,85,Astrazeneca,2021-05-02,2021-05-01,106664,100789,5875,0,0,0
554,RS,85,Astrazeneca,2021-10-10,2021-10-01,140568,988,139449,113,18,0
555,RS,85,Astrazeneca,2021-03-07,2021-03-01,16539,16470,69,0,0,0
556,DF,85,Astrazeneca,2021-06-27,2021-07-01,14259,9726,4533,0,0,0
557,PE,85,Astrazeneca,2021-06-27,2021-07-01,69455,64437,5018,0,0,0
558,PE,85,Astrazeneca,2021-02-21,2021-02-01,17755,17706,49,0,0,0
559,GO,85,Astrazeneca,2021-10-03,2021-10-01,56712,292,56367,32,21,0
560,GO,85,Astrazeneca,2021-10-17,2021-10-01,83117,327,82659,105,26,0
561,SP,85,Astrazeneca,2021-08-08,2021-08-01,1146773,174304,972424,4,41,0
562,MG,85,Astrazeneca,2021-07-04,2021-07-01,621107,546170,74937,0,0,0
563,MG,85,Astrazeneca,2021-03-28,2021-03-01,14532,14448,84,0,0,0
564,PI,85,Astrazeneca,2021-08-08,2021-08-01,35353,10733,24620,0,0,0
565,PI,85,Astrazeneca,2021-10-03,2021-10-01,29543,289,29240,8,6,0
566,PI,85,Astrazeneca,2021-03-07,2021-03-01,4618,4598,20,0,0,0
567,PB,85,Astrazeneca,2021-08-01,2021-08-01,67307,10329,56978,0,0,0
568,PB,85,Astrazeneca,2021-03-07,2021-03-01,11773,11752,21,0,0,0
569,PB,85,Astrazeneca,2021-01-31,2021-02-01,8126,8118,8,0,0,0
570,MT,85,Astrazeneca,2021-06-13,2021-06-01,72725,70186,2539,0,0,0
571,MT,85,Astrazeneca,2021-08-01,2021-08-01,63837,25361,38476,0,0,0
572,MT,85,Astrazeneca,2021-01-31,2021-02-01,12322,12291,31,0,0,0
573,MT,85,Astrazeneca,2021-10-03,2021-10-01,51567,557,50970,28,12,0
574,RJ,85,Astrazeneca,2021-08-01,2021-08-01,224895,40610,184285,0,0,0
575,RJ,85,Astrazeneca,2021-09-12,2021-09-01,156850,2626,154022,193,9,0
576,RJ,85,Astrazeneca,2021-05-02,2021-05-01,336684,299577,37106,1,0,0
577,RJ,85,Astrazeneca,2021-03-07,2021-03-01,21489,21376,113,0,0,0
578,RJ,85,Astrazeneca,2021-01-31,2021-01-01,167,163,4,0,0,0
579,RR,85,Astrazeneca,2021-11-07,2021-11-01,3258,80,3152,19,7,0
580,MA,85,Astrazeneca,2021-05-02,2021-05-01,92963,83411,9552,0,0,0
581,MA,85,Astrazeneca,2021-02-21,2021-02-01,8217,8138,79,0,0,0
582,MA,85,Astrazeneca,2021-09-12,2021-09-01,137618,2491,135115,1,11,0
583,BA,85,Astrazeneca,2021-04-11,2021-04-01,82031,80427,1604,0,0,0
584,BA,85,Astrazeneca,2021-01-31,2021-01-01,7181,7181,0,0,0,0
585,PA,85,Astrazeneca,2021-10-31,2021-11-01,41273,1074,39907,237,55,0
586,PA,85,Astrazeneca,2021-04-04,2021-04-01,24397,22626,1771,0,0,0
587,SC,85,Astrazeneca,2021-02-07,2021-02-01,9952,9929,23,0,0,0
588,ES,85,Astrazeneca,2021-02-21,2021-02-01,5531,5524,7,0,0,0
589,ES,85,Astrazeneca,2021-02-28,2021-02-01,20,17,3,0,0,0
590,RN,85,Astrazeneca,2021-04-25,2021-05-01,1710,1390,320,0,0,0
591,CE,85,Astrazeneca,2021-03-28,2021-04-01,6943,6925,18,0,0,0
592,TO,85,Astrazeneca,2021-02-28,2021-03-01,2753,2749,4,0,0,0
593,TO,85,Astrazeneca,2021-08-29,2021-09-01,18249,374,17874,0,1,0
594,DF,85,Astrazeneca,2021-11-14,2021-11-01,1850,2,1844,4,0,0
595,SE,85,Astrazeneca,2021-08-08,2021-08-01,29234,5272,23961,0,1,0
596,SE,85,Astrazeneca,2021-07-04,2021-07-01,44035,28664,15371,0,0,0
597,AC,85,Astrazeneca,2021-09-26,2021-09-01,5514,318,5176,15,5,0
598,AC,85,Astrazeneca,2021-08-15,2021-08-01,8056,650,7406,0,0,0
599,AC,85,Astrazeneca,2021-04-11,2021-04-01,3049,3003,46,0,0,0
600,AC,85,Astrazeneca,2021-09-19,2021-09-01,11958,353,11586,16,3,0
601,AC,85,Astrazeneca,2021-11-14,2021-11-01,91,28,59,4,0,0
602,MG,85,Astrazeneca,1992-08-16,1992-08-01,1,1,0,0,0,0
603,MG,85,Astrazeneca,1957-09-29,1957-10-01,1,0,1,0,0,0
604,AL,85,Astrazeneca,2021-08-08,2021-08-01,67822,13839,53983,0,0,0
605,PR,85,Astrazeneca,2021-05-02,2021-05-01,264731,244822,19908,1,0,0
606,PR,85,Astrazeneca,2021-09-26,2021-10-01,21805,97,21695,10,3,0
607,MS,85,Astrazeneca,2021-05-30,2021-06-01,87590,80338,7252,0,0,0
608,RO,85,Astrazeneca,2021-09-05,2021-09-01,26146,445,25701,0,0,0
609,RO,85,Astrazeneca,2021-06-06,2021-06-01,51952,50683,1269,0,0,0
610,RO,85,Astrazeneca,2021-05-23,2021-05-01,9370,8432,938,0,0,0
611,DF,85,Astrazeneca,2021-04-25,2021-05-01,6963,6407,556,0,0,0
612,DF,85,Astrazeneca,2021-09-26,2021-10-01,3523,13,3496,8,6,0
613,GO,85,Astrazeneca,2021-05-30,2021-06-01,101141,95922,5219,0,0,0
614,GO,85,Astrazeneca,2021-02-07,2021-02-01,6955,6939,16,0,0,0
615,SP,85,Astrazeneca,2021-02-21,2021-02-01,106521,106101,420,0,0,0
616,MG,85,Astrazeneca,2021-03-07,2021-03-01,85037,84751,286,0,0,0
617,MG,85,Astrazeneca,2021-05-16,2021-05-01,261010,244895,16115,0,0,0
618,PB,85,Astrazeneca,2021-10-10,2021-10-01,71093,156,70872,42,22,0
619,AM,85,Astrazeneca,2021-02-07,2021-02-01,33812,33778,34,0,0,0
620,AM,85,Astrazeneca,2021-10-31,2021-11-01,19087,1887,11499,4973,728,0
621,MT,85,Astrazeneca,2021-03-28,2021-04-01,405,395,10,0,0,0
622,RJ,85,Astrazeneca,2021-10-24,2021-10-01,55497,602,52811,2010,74,0
623,RJ,85,Astrazeneca,2021-05-16,2021-05-01,205356,181249,24107,0,0,0
624,RR,85,Astrazeneca,2021-05-30,2021-05-01,250,248,2,0,0,0
625,MA,85,Astrazeneca,2021-07-11,2021-07-01,98955,24102,74853,0,0,0
626,MA,85,Astrazeneca,2021-03-21,2021-03-01,1123,1099,24,0,0,0
627,PA,85,Astrazeneca,2021-08-08,2021-08-01,117440,65802,51637,0,1,0
628,PA,85,Astrazeneca,2021-03-21,2021-03-01,94639,94242,397,0,0,0
629,PA,85,Astrazeneca,2021-05-23,2021-05-01,134110,109548,24562,0,0,0
630,PA,85,Astrazeneca,2021-05-16,2021-05-01,87040,71401,15639,0,0,0
631,SC,85,Astrazeneca,2021-02-28,2021-02-01,1731,1728,3,0,0,0
632,ES,85,Astrazeneca,2021-10-03,2021-10-01,39320,356,38726,234,4,0
633,ES,85,Astrazeneca,2021-10-10,2021-10-01,22479,195,22254,26,4,0
634,RN,85,Astrazeneca,2021-05-30,2021-06-01,50813,41169,9643,1,0,0
635,RN,85,Astrazeneca,2021-04-18,2021-04-01,29265,26556,2709,0,0,0
636,RN,85,Astrazeneca,2021-04-11,2021-04-01,21755,17024,4731,0,0,0
637,RN,85,Astrazeneca,2021-03-28,2021-03-01,10949,7705,3244,0,0,0
638,RN,85,Astrazeneca,2021-02-21,2021-02-01,1401,1396,5,0,0,0
639,RN,85,Astrazeneca,2021-01-10,2021-01-01,14,6,8,0,0,0
640,RN,85,Astrazeneca,2021-01-17,2021-01-01,33,27,6,0,0,0
641,CE,85,Astrazeneca,2021-01-24,2021-01-01,16583,16558,25,0,0,0
642,CE,85,Astrazeneca,2021-08-01,2021-08-01,77971,1325,76646,0,0,0
643,MG,85,Astrazeneca,2021-01-31,2021-01-01,5,5,0,0,0,0
644,SE,85,Astrazeneca,2021-09-05,2021-09-01,39969,210,39757,1,1,0
